1,,900,945,,0,10
1,,1100,1155,,10,15
1,,1500,1575,,15,20
1,,1800,1890,,20,20
1,,800,840,,0,10
1,,1500,1575,,10,15
1,,2000,2100,,15,20
1,,3500,3675,,20,20
1,,800,840,,0,10
1,,3500,3675,,10,15
1,,4500,4725,,15,20
1,,5000,5250,,20,20
1,,800,840,,0,10
1,,1500,1575,,10,15
1,,1800,1890,,15,20
1,,3500,3675,,20,20
1,,1000,1050,,0,10
1,,2000,2100,,10,15
1,,3000,3150,,15,20
1,,3500,3675,,20,20
1,,650,682.5,,0,10
1,,950,997.5,,10,15
1,,2200,2310,,15,20
1,,2650,2782.5,,20,20
1,,800,840,,0,10
1,,1500,1575,,10,15
1,,2800,2940,,15,20
1,,4000,4200,,20,20
2,,1000,1050,,0,10
2,,1500,1575,,10,15
2,,2000,2100,,15,20
2,,2500,2625,,20,20
2,,800,840,,0,10
2,,1500,1575,,10,15
2,,2000,2100,,15,20
2,,3500,3675,,20,20
2,,800,840,,0,10
2,,3500,3675,,10,15
2,,5000,5250,,15,20
2,,5000,1.05,,20,20
2,,800,840,,0,10
2,,2200,2310,,10,15
2,,2800,2940,,15,20
2,,3000,3150,,20,20
2,,1000,1050,,0,10
2,,2500,2625,,10,15
2,,3500,3675,,15,20
2,,4000,4200,,20,20
2,,750,787.5,,0,10
2,,1550,1627.5,,10,15
2,,2250,2362.5,,15,20
2,,2800,2940,,20,20
2,,1000,1050,,0,10
2,,1600,1680,,10,15
2,,2800,2940,,15,20
2,,4000,4200,,20,20
3,,1100,1155,,0,10
3,,1600,1680,,10,15
3,,1900,1995,,15,20
3,,2300,2415,,20,20
3,,800,840,,0,10
3,,1500,1575,,10,15
3,,2000,2100,,15,20
3,,3500,3675,,20,20
3,,800,840,,0,10
3,,3500,3675,,10,15
3,,5000,5250,,15,20
3,,5000,1.05,,20,20
3,,850,892.5,,0,10
3,,1800,1890,,10,15
3,,2500,2625,,15,20
3,,1800,1890,,20,20
3,,1000,1050,,0,10
3,,2000,2100,,10,15
3,,3000,3150,,15,20
3,,4000,4200,,20,20
3,,850,892.5,,0,10
3,,1500,1575,,10,15
3,,2150,2257.5,,15,20
3,,2750,2887.5,,20,20
3,,1000,1050,,0,10
3,,1600,1680,,10,15
3,,2800,2940,,15,20
3,,4000,4200,,20,20
4,,800,840,,0,10
4,,1200,1260,,10,15
4,,1600,1680,,15,20
4,,2200,2310,,20,20
4,,800,840,,0,10
4,,1500,1575,,10,15
4,,2000,2100,,15,20
4,,3500,3675,,20,20
4,,1800,1890,,0,10
4,,3000,3150,,10,15
4,,4500,4725,,15,20
4,,5000,1.05,,20,20
4,,1100,1155,,0,10
4,,1900,1995,,10,15
4,,2500,2625,,15,20
4,,2000,2100,,20,20
4,,1000,1050,,0,10
4,,2000,2100,,10,15
4,,3000,3150,,15,20
4,,3500,3675,,20,20
4,,650,682.5,,0,10
4,,1450,1522.5,,10,15
4,,2050,2152.5,,15,20
4,,2650,2782.5,,20,20
4,,1000,1050,,0,10
4,,1800,1890,,10,15
4,,2800,2940,,15,20
4,,4000,4200,,20,20
5,,1200,1260,,0,10
5,,1600,1680,,10,15
5,,2200,2310,,15,20
5,,3800,3990,,20,20
5,,800,840,,0,10
5,,1500,1575,,10,15
5,,2000,2100,,15,20
5,,3500,3675,,20,20
5,,800,840,,0,10
5,,3000,3150,,10,15
5,,4000,4200,,15,20
5,,5000,1.05,,20,20
5,,800,840,,0,10
5,,800,840,,10,15
5,,2000,2100,,15,20
5,,800,840,,20,20
5,,1000,1050,,0,10
5,,2000,2100,,10,15
5,,3000,3150,,15,20
5,,3500,3675,,20,20
5,,850,892.5,,0,10
5,,1850,1942.5,,10,15
5,,2500,2625,,15,20
5,,3200,3360,,20,20
5,,1200,1260,,0,10
5,,2000,2100,,10,15
5,,3000,3150,,15,20
5,,8000,8400,,20,20
6,,600,630,,0,10
6,,800,840,,10,15
6,,1000,1050,,15,20
6,,1300,1365,,20,20
6,,800,840,,0,10
6,,1500,1575,,10,15
6,,2000,2100,,15,20
6,,3500,3675,,20,20
6,,1800,1890,,0,10
6,,2500,2625,,10,15
6,,3500,3675,,15,20
6,,4000,1.05,,20,20
6,,900,945,,0,10
6,,1500,1575,,10,15
6,,2000,2100,,15,20
6,,1800,1890,,20,20
6,,1000,1050,,0,10
6,,2000,2100,,10,15
6,,3000,3150,,15,20
6,,4000,4200,,20,20
6,,850,892.5,,0,10
6,,1650,1732.5,,10,15
6,,2350,2467.5,,15,20
6,,2500,2625,,20,20
6,,1000,1050,,0,10
6,,2000,2100,,10,15
6,,2800,2940,,15,20
6,,8000,8400,,20,20
7,,600,630,,0,10
7,,800,840,,10,15
7,,1000,1050,,15,20
7,,1200,1260,,20,20
7,,800,840,,0,10
7,,1500,1575,,10,15
7,,2000,2100,,15,20
7,,3500,3675,,20,20
7,,1800,1890,,0,10
7,,2500,2625,,10,15
7,,3500,3675,,15,20
7,,4000,1.05,,20,20
7,,800,840,,0,10
7,,1500,1575,,10,15
7,,2000,2100,,15,20
7,,1800,1890,,20,20
7,,1300,1365,,0,10
7,,2500,2625,,10,15
7,,3500,3675,,15,20
7,,4000,4200,,20,20
7,,950,997.5,,0,10
7,,1700,1785,,10,15
7,,2450,2572.5,,15,20
7,,2950,3097.5,,20,20
7,,900,945,,0,10
7,,1600,1680,,10,15
7,,2800,2940,,15,20
7,,3500,3675,,20,20
8,,1200,1260,,0,10
8,,1600,1680,,10,15
8,,2000,2100,,15,20
8,,2600,2730,,20,20
8,,800,840,,0,10
8,,1500,1575,,10,15
8,,2000,2100,,15,20
8,,3500,3675,,20,20
8,,2000,2100,,0,10
8,,3500,3675,,10,15
8,,4500,4725,,15,20
8,,5000,1.05,,20,20
8,,800,840,,0,10
8,,800,840,,10,15
8,,800,840,,15,20
8,,800,840,,20,20
8,,800,840,,0,10
8,,2500,2625,,10,15
8,,3500,3675,,15,20
8,,4500,4725,,20,20
8,,850,892.5,,0,10
8,,1650,1732.5,,10,15
8,,2350,2467.5,,15,20
8,,2800,2940,,20,20
8,,1200,1260,,0,10
8,,2500,2625,,10,15
8,,4000,4200,,15,20
8,,8000,8400,,20,20
9,,1300,1365,,0,10
9,,1600,1680,,10,15
9,,2000,2100,,15,20
9,,3200,3360,,20,20
9,,800,840,,0,10
9,,1500,1575,,10,15
9,,2000,2100,,15,20
9,,3500,3675,,20,20
9,,2000,2100,,0,10
9,,4000,4200,,10,15
9,,4000,4200,,15,20
9,,5000,1.05,,20,20
9,,800,840,,0,10
9,,800,840,,10,15
9,,800,840,,15,20
9,,800,840,,20,20
9,,800,840,,0,10
9,,800,840,,10,15
9,,2000,2100,,15,20
9,,3000,3150,,20,20
9,,550,577.5,,0,10
9,,1450,1522.5,,10,15
9,,2050,2152.5,,15,20
9,,2400,2520,,20,20
9,,1200,1260,,0,10
9,,2500,2625,,10,15
9,,4000,4200,,15,20
9,,8000,8400,,20,20
10,,700,735,,0,10
10,,900,945,,10,15
10,,1200,1260,,15,20
10,,1600,1680,,20,20
10,,800,840,,0,10
10,,1500,1575,,10,15
10,,2000,2100,,15,20
10,,3500,3675,,20,20
10,,1000,1050,,0,10
10,,2000,2100,,10,15
10,,3000,3150,,15,20
10,,4000,1.05,,20,20
10,,850,892.5,,0,10
10,,1400,1470,,10,15
10,,1700,1785,,15,20
10,,3000,3150,,20,20
10,,550,577.5,,0,10
10,,1300,1365,,10,15
10,,2500,2625,,15,20
10,,3000,3150,,20,20
10,,550,577.5,,0,10
10,,1550,1627.5,,10,15
10,,2050,2152.5,,15,20
10,,2300,2415,,20,20
10,,800,840,,0,10
10,,1400,1470,,10,15
10,,2500,2625,,15,20
10,,3000,3150,,20,20
11,,1000,1050,,0,10
11,,1600,1680,,10,15
11,,2000,2100,,15,20
11,,2500,2625,,20,20
11,,800,840,,0,10
11,,1500,1575,,10,15
11,,2000,2100,,15,20
11,,3500,3675,,20,20
11,,2000,2100,,0,10
11,,3000,3150,,10,15
11,,5000,5250,,15,20
11,,5000,1.05,,20,20
11,,800,840,,0,10
11,,800,840,,10,15
11,,800,840,,15,20
11,,800,840,,20,20
11,,1300,1365,,0,10
11,,2500,2625,,10,15
11,,3500,3675,,15,20
11,,4000,4200,,20,20
11,,750,787.5,,0,10
11,,1550,1627.5,,10,15
11,,2200,2310,,15,20
11,,2600,2730,,20,20
11,,1200,1260,,0,10
11,,2500,2625,,10,15
11,,3500,3675,,15,20
11,,4000,4200,,20,20
12,,1000,1050,,0,10
12,,1300,1365,,10,15
12,,1800,1890,,15,20
12,,2100,2205,,20,20
12,,800,840,,0,10
12,,1500,1575,,10,15
12,,2000,2100,,15,20
12,,3500,3675,,20,20
12,,2000,2100,,0,10
12,,3500,3675,,10,15
12,,4500,4725,,15,20
12,,5000,1.05,,20,20
12,,800,840,,0,10
12,,800,840,,10,15
12,,800,840,,15,20
12,,800,840,,20,20
12,,1300,1365,,0,10
12,,2500,2625,,10,15
12,,3500,3675,,15,20
12,,4000,4200,,20,20
12,,700,735,,0,10
12,,1650,1732.5,,10,15
12,,2300,2415,,15,20
12,,2750,2887.5,,20,20
12,,1200,1260,,0,10
12,,2000,2100,,10,15
12,,3000,3150,,15,20
12,,4000,4200,,20,20
13,,1100,1155,,0,10
13,,1500,1575,,10,15
13,,1800,1890,,15,20
13,,2100,2205,,20,20
13,,800,840,,0,10
13,,1500,1575,,10,15
13,,2000,2100,,15,20
13,,3500,3675,,20,20
13,,2000,2100,,0,10
13,,3500,3675,,10,15
13,,4500,4725,,15,20
13,,5000,1.05,,20,20
13,,800,840,,0,10
13,,800,840,,10,15
13,,800,840,,15,20
13,,800,840,,20,20
13,,1500,1575,,0,10
13,,2500,2625,,10,15
13,,3000,3150,,15,20
13,,4000,4200,,20,20
13,,950,997.5,,0,10
13,,1950,2047.5,,10,15
13,,2550,2677.5,,15,20
13,,3250,3412.5,,20,20
13,,1200,1260,,0,10
13,,2500,2625,,10,15
13,,3500,3675,,15,20
13,,8000,8400,,20,20
